country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Tanzania,2017,uniqueid_4292,Urban,No,1,31,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4293,Rural,Yes,2,21,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4294,Urban,No,1,32,Female,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4295,Urban,Yes,1,30,Male,Head of Household,Single/Never Married,No formal education,Formally employed Private
Tanzania,2017,uniqueid_4296,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4297,Rural,No,2,26,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4298,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4299,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4300,Urban,Yes,2,29,Male,Spouse,Single/Never Married,Tertiary education,No Income
Tanzania,2017,uniqueid_4301,Urban,Yes,2,52,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4302,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4303,Rural,Yes,1,25,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4304,Rural,Yes,2,26,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4305,Urban,Yes,6,28,Male,Parent,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4306,Rural,Yes,2,50,Female,Spouse,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4307,Urban,No,1,40,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4308,Rural,Yes,1,26,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4309,Urban,Yes,3,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4310,Urban,No,1,35,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4311,Urban,Yes,1,65,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4312,Rural,Yes,1,32,Male,Head of Household,Divorced/Seperated,Secondary education,Formally employed Private
Tanzania,2017,uniqueid_4313,Urban,Yes,3,24,Male,Parent,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_4314,Rural,No,2,61,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4315,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4316,Urban,No,2,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4317,Rural,Yes,4,29,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4318,Urban,No,2,36,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4319,Urban,No,1,32,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4320,Urban,Yes,7,87,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4321,Urban,No,2,20,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4322,Urban,Yes,5,50,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4323,Rural,Yes,2,38,Female,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4324,Rural,Yes,2,33,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_4325,Rural,No,3,71,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4326,Rural,Yes,1,72,Female,Head of Household,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_4327,Urban,Yes,2,67,Male,Head of Household,Single/Never Married,Primary education,Other Income
Tanzania,2017,uniqueid_4328,Rural,Yes,4,25,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4329,Urban,Yes,1,28,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_4330,Rural,Yes,5,47,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4331,Urban,No,4,28,Female,Other relative,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4332,Urban,No,2,31,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4333,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4334,Urban,No,4,23,Female,Parent,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4335,Urban,Yes,3,27,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4336,Urban,No,2,21,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4337,Rural,Yes,2,34,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4338,Urban,No,1,60,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4339,Urban,No,2,29,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4340,Rural,No,3,25,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4341,Urban,Yes,2,33,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4342,Rural,Yes,2,22,Male,Parent,Divorced/Seperated,Tertiary education,No Income
Tanzania,2017,uniqueid_4343,Urban,Yes,3,52,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4344,Urban,No,1,76,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4345,Rural,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4346,Urban,Yes,4,22,Male,Other relative,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4347,Urban,Yes,1,32,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4348,Urban,No,3,17,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_4349,Urban,No,2,80,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4350,Urban,No,2,22,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4351,Rural,Yes,3,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4352,Urban,Yes,6,30,Male,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4353,Urban,Yes,5,86,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4354,Urban,No,3,17,Male,Parent,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_4355,Urban,No,3,90,Male,Child,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_4356,Rural,Yes,2,49,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4357,Urban,No,1,58,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4358,Urban,No,2,39,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4359,Rural,Yes,1,25,Female,Head of Household,Divorced/Seperated,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_4360,Rural,Yes,2,38,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_4361,Urban,Yes,2,44,Male,Head of Household,Single/Never Married,Primary education,Other Income
Tanzania,2017,uniqueid_4362,Urban,Yes,2,30,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4363,Rural,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4364,Urban,No,2,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4365,Rural,Yes,3,52,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4366,Urban,No,4,25,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_4367,Urban,Yes,7,26,Male,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_4368,Urban,Yes,3,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4369,Urban,No,2,33,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4370,Urban,Yes,3,19,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4371,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4372,Rural,Yes,4,43,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4373,Rural,No,2,56,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4374,Urban,Yes,6,19,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4375,Urban,Yes,1,66,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_4376,Urban,Yes,4,25,Male,Parent,Divorced/Seperated,Secondary education,Informally employed
Tanzania,2017,uniqueid_4377,Rural,Yes,2,20,Female,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4378,Urban,Yes,2,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4379,Rural,Yes,1,43,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4380,Urban,Yes,6,52,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4381,Rural,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4382,Urban,No,2,16,Male,Parent,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_4383,Urban,Yes,1,22,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4384,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4385,Urban,Yes,3,50,Female,Child,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4386,Urban,Yes,3,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4387,Urban,Yes,1,65,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4388,Urban,No,1,47,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4389,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4390,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4391,Urban,Yes,1,39,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4392,Urban,No,4,60,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4393,Urban,Yes,2,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4394,Urban,No,4,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4395,Urban,No,2,29,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_4396,Rural,No,5,20,Female,Other non-relatives,Divorced/Seperated,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4397,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4398,Urban,Yes,3,67,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4399,Urban,No,1,62,Female,Head of Household,Widowed,No formal education,Informally employed
Tanzania,2017,uniqueid_4400,Urban,Yes,4,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4401,Urban,Yes,1,75,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4402,Urban,Yes,2,55,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4403,Urban,Yes,2,22,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4404,Urban,No,2,37,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4405,Urban,Yes,4,49,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4406,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Government Dependent
Tanzania,2017,uniqueid_4407,Rural,No,1,26,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4408,Urban,Yes,2,48,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4409,Rural,Yes,2,30,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4410,Urban,Yes,3,17,Female,Child,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4411,Urban,No,1,55,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4412,Urban,No,1,70,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4413,Rural,Yes,4,34,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4414,Rural,Yes,1,26,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4415,Urban,No,2,16,Male,Other non-relatives,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_4416,Urban,Yes,1,46,Male,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4417,Rural,No,2,20,Female,Child,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4418,Rural,Yes,1,30,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4419,Urban,No,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4420,Urban,No,3,18,Female,Other relative,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4421,Rural,Yes,3,43,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4422,Rural,Yes,5,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4423,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4424,Rural,Yes,2,25,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_4425,Urban,No,2,81,Male,Head of Household,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_4426,Urban,Yes,2,23,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4427,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4428,Urban,Yes,2,30,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4429,Urban,No,2,24,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4430,Urban,No,2,26,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4431,Rural,No,2,29,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4432,Urban,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4433,Urban,Yes,2,33,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4434,Urban,No,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4435,Urban,Yes,4,17,Male,Child,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,uniqueid_4436,Urban,No,2,67,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4437,Rural,Yes,2,19,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4438,Urban,Yes,1,65,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4439,Urban,Yes,2,52,Female,Head of Household,Single/Never Married,Primary education,Other Income
Tanzania,2017,uniqueid_4440,Rural,Yes,1,28,Female,Head of Household,Married/Living together,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4441,Urban,No,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4442,Urban,Yes,4,46,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4443,Urban,No,3,29,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4444,Urban,Yes,2,39,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4445,Rural,Yes,2,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4446,Urban,No,2,35,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4447,Urban,Yes,3,26,Female,Parent,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4448,Urban,Yes,2,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4449,Urban,No,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4450,Urban,Yes,4,31,Male,Child,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4451,Rural,Yes,2,17,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4452,Urban,No,2,22,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4453,Urban,Yes,1,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4454,Urban,Yes,5,54,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4455,Urban,No,2,46,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4456,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4457,Urban,Yes,2,39,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4458,Rural,Yes,2,47,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4459,Rural,Yes,3,41,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4460,Urban,Yes,2,43,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4461,Urban,Yes,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4462,Urban,Yes,2,34,Female,Spouse,Single/Never Married,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_4463,Urban,No,2,37,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4464,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4465,Urban,Yes,2,27,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4466,Urban,No,1,60,Male,Head of Household,Married/Living together,Secondary education,Self employed
Tanzania,2017,uniqueid_4467,Urban,No,3,40,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4468,Urban,No,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4469,Rural,Yes,3,43,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4470,Urban,No,3,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4471,Urban,No,2,17,Female,Parent,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4472,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4473,Urban,No,2,75,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4474,Urban,No,2,31,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4475,Rural,Yes,4,20,Male,Other relative,Divorced/Seperated,Tertiary education,No Income
Tanzania,2017,uniqueid_4476,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4477,Rural,Yes,1,25,Male,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4478,Urban,Yes,1,54,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4479,Urban,Yes,1,32,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4480,Urban,Yes,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4481,Urban,Yes,3,46,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4482,Rural,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4483,Urban,Yes,2,81,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4484,Urban,No,2,45,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4485,Rural,No,3,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4486,Urban,No,2,21,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4487,Urban,No,2,17,Female,Child,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_4488,Rural,No,1,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4489,Urban,Yes,4,40,Female,Parent,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4490,Urban,Yes,2,52,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4491,Rural,No,1,55,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4492,Urban,Yes,2,54,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4493,Urban,Yes,2,20,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4494,Urban,Yes,3,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4495,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_4496,Rural,No,3,18,Male,Other relative,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4497,Urban,Yes,3,68,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4498,Urban,No,3,48,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4499,Urban,No,2,65,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_4500,Rural,Yes,3,27,Male,Other relative,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4501,Urban,No,2,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4502,Rural,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4503,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4504,Urban,Yes,1,26,Male,Head of Household,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_4505,Urban,Yes,1,32,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4506,Urban,Yes,1,66,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4507,Urban,Yes,1,50,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4508,Rural,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4509,Urban,No,4,50,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4510,Urban,No,2,32,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4511,Urban,No,2,26,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4512,Urban,No,3,75,Female,Other relative,Married/Living together,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4513,Urban,Yes,3,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4514,Rural,Yes,4,38,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4515,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_4516,Urban,Yes,2,57,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4517,Urban,No,1,50,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4518,Rural,Yes,1,28,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4519,Urban,No,2,50,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4520,Rural,Yes,1,43,Female,Head of Household,Married/Living together,Secondary education,Informally employed
Tanzania,2017,uniqueid_4521,Rural,Yes,3,24,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4522,Urban,No,1,29,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4523,Urban,Yes,5,23,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4524,Urban,Yes,3,52,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4525,Urban,Yes,1,18,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4526,Urban,Yes,5,65,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4527,Rural,No,2,23,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4528,Urban,No,7,19,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4529,Urban,No,3,34,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4530,Urban,Yes,2,21,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4531,Urban,Yes,1,65,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4532,Rural,No,2,28,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4533,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4534,Rural,Yes,3,62,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4535,Urban,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4536,Urban,No,2,60,Female,Head of Household,Married/Living together,No formal education,Informally employed
